track_popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,key,mode
69,0.69,0.574,-8.109,0.231,0.837,9.48e-05,0.121,0.522,62.619,80407,8,1
98,0.513,0.796,-4.075,0.0629,0.00147,0.000209,0.0938,0.345,171.017,201573,1,1
91,0.816,0.63,-5.568,0.226,0.133,0.0,0.0692,0.715,96.493,131607,2,1
88,0.676,0.771,-3.675,0.0483,0.0237,7e-06,0.102,0.569,99.048,207133,8,1
88,0.838,0.545,-6.713,0.0706,0.208,8.01e-05,0.103,0.631,114.998,220590,5,1
67,0.785,0.412,-8.121,0.25,0.696,1.45e-05,0.142,0.513,143.099,216284,0,0
51,0.694,0.481,-9.169,0.0534,0.0901,0.000109,0.144,0.112,119.933,165000,1,1
66,0.543,0.483,-8.222,0.0697,0.285,2.6e-05,0.155,0.183,142.851,218587,2,1
62,0.554,0.835,-4.699,0.0334,3.34e-05,0.826,0.0912,0.0656,117.932,153430,5,1
53,0.511,0.715,-6.547,0.174,0.0336,0.0,0.349,0.621,138.014,229565,5,0
63,0.338,0.512,-9.596,0.11,0.786,3.93e-06,0.819,0.203,89.15,270677,4,1
58,0.77,0.695,-5.936,0.0382,0.061,3.73e-05,0.162,0.381,105.036,218545,9,1
61,0.421,0.991,-3.678,0.124,3.81e-06,0.0466,0.13,0.446,159.998,234387,8,1
55,0.651,0.87,-4.818,0.0262,0.0773,1.12e-05,0.0852,0.811,109.984,178909,11,1
56,0.463,0.786,-4.323,0.0323,0.0112,0.0,0.654,0.492,84.966,209227,9,1
57,0.531,0.724,-7.341,0.0283,0.0243,0.0515,0.112,0.288,145.022,202478,8,1
62,0.926,0.418,-8.154,0.0471,0.37,7.78e-05,0.158,0.335,128.003,166667,6,1
72,0.542,0.299,-10.379,0.0305,0.817,0.0,0.109,0.274,141.917,245267,0,1
50,0.754,0.654,-5.291,0.0331,0.00158,0.035,0.137,0.627,95.987,191176,8,1
62,0.611,0.329,-10.359,0.0352,0.715,0.0,0.257,0.326,117.285,142051,9,1
66,0.636,0.243,-9.509,0.04,0.815,0.0,0.111,0.239,142.016,163547,2,1
54,0.643,0.292,-9.985,0.0467,0.852,0.0,0.0679,0.379,97.807,179972,9,1
67,0.514,0.612,-5.981,0.0298,0.142,0.0,0.0868,0.342,125.99,185005,4,1
51,0.614,0.608,-7.356,0.0375,0.451,5.03e-05,0.134,0.478,117.056,207179,10,1
56,0.568,0.922,-3.817,0.0473,0.0059,4.64e-05,0.104,0.654,118.98,202687,6,1
59,0.632,0.811,-6.427,0.0396,0.000873,0.000525,0.0553,0.339,123.966,178067,11,0
56,0.542,0.49,-7.455,0.0276,0.363,0.0,0.108,0.24,114.041,221640,9,0
48,0.616,0.575,-9.811,0.0442,0.022,0.0,0.35,0.234,133.94,192683,1,1
45,0.692,0.756,-7.305,0.0424,0.485,0.113,0.159,0.233,116.983,223590,8,1
57,0.41,0.611,-8.271,0.0467,0.0228,0.0,0.116,0.0899,185.727,184448,4,0
57,0.557,0.518,-7.043,0.0315,0.339,0.0,0.0867,0.354,110.291,173218,7,1
57,0.685,0.631,-9.351,0.0945,0.297,0.0234,0.182,0.281,107.992,182852,4,0
54,0.608,0.388,-11.675,0.0341,0.522,0.118,0.11,0.145,138.058,208744,5,0
48,0.585,0.85,-5.345,0.0262,0.00445,0.551,0.0876,0.883,119.999,274351,5,1
44,0.478,0.509,-9.967,0.0347,0.304,0.00318,0.0753,0.0875,89.851,253792,8,1
50,0.242,0.591,-3.475,0.0505,0.0976,1.72e-05,0.122,0.321,198.732,204360,7,0
57,0.692,0.285,-14.687,0.106,0.548,0.0,0.0978,0.278,119.949,145625,7,1
58,0.652,0.751,-8.327,0.0369,0.112,0.592,0.102,0.0399,122.024,237978,6,0
52,0.581,0.927,-4.521,0.0578,0.00435,0.0,0.381,0.917,99.984,187630,10,0
48,0.821,0.5,-7.167,0.16,0.187,7.02e-05,0.111,0.603,82.475,138909,10,0
52,0.395,0.432,-4.923,0.0303,0.841,7.08e-05,0.0927,0.32,90.542,272366,11,0
50,0.518,0.774,-6.973,0.158,0.0783,0.0,0.152,0.69,91.982,204946,5,0
57,0.564,0.867,-3.238,0.0541,0.11,0.0,0.155,0.505,150.004,181332,5,0
55,0.633,0.327,-3.599,0.0386,0.831,3.04e-05,0.114,0.57,127.853,165015,0,1
49,0.59,0.701,-5.488,0.105,0.33,2.95e-05,0.0888,0.595,86.758,245080,11,1
49,0.88,0.74,-8.848,0.0327,0.201,3.57e-05,0.0772,0.981,119.985,173195,5,0
48,0.698,0.515,-10.985,0.0399,0.189,0.00168,0.164,0.509,99.999,173667,1,1
9,0.76,0.731,-4.864,0.134,0.0159,0.0506,0.151,0.49,123.063,179279,5,0
49,0.676,0.788,-4.596,0.0428,0.1,0.254,0.326,0.688,123.018,253444,9,0
40,0.767,0.738,-6.907,0.0374,0.0192,0.561,0.106,0.339,120.001,215967,2,0
47,0.55,0.182,-12.543,0.0306,0.72,0.0,0.165,0.369,94.806,164153,10,1
47,0.44,0.787,-5.451,0.213,0.047,3.12e-05,0.111,0.33,97.391,207500,2,1
47,0.697,0.497,-9.934,0.169,0.121,0.0,0.111,0.49,161.988,154259,11,1
44,0.938,0.608,-9.963,0.146,0.217,0.00114,0.131,0.91,133.99,209250,0,0
34,0.731,0.221,-17.946,0.049,0.938,0.00785,0.189,0.445,100.982,155821,6,1
48,0.496,0.797,-5.579,0.184,0.11,0.0,0.25,0.384,150.071,170400,9,1
51,0.736,0.734,-5.303,0.0306,0.399,7.24e-06,0.117,0.509,98.001,162442,1,1
50,0.689,0.865,-5.211,0.0962,0.000209,1.26e-05,0.0978,0.589,105.001,172453,6,1
55,0.783,0.648,-5.117,0.0839,0.0802,1.43e-05,0.2,0.616,156.028,164615,8,1
52,0.637,0.929,-3.593,0.0491,0.00167,2.62e-05,0.344,0.902,80.974,147351,4,1
48,0.766,0.351,-7.711,0.0276,0.827,0.00837,0.191,0.583,87.988,201883,0,1
46,0.729,0.502,-7.989,0.112,0.481,2.08e-05,0.0985,0.491,87.066,222276,4,0
68,0.761,0.625,-6.17,0.026,0.0696,0.0,0.0784,0.875,100.022,200400,7,1
49,0.681,0.867,-4.836,0.0738,0.345,0.0,0.097,0.78,123.872,159986,9,1
44,0.73,0.389,-9.329,0.0338,0.916,0.0,0.0951,0.27,120.04,319018,10,1
63,0.919,0.687,-5.793,0.0774,0.0839,1.1e-05,0.052,0.675,100.997,162947,9,0
45,0.723,0.372,-14.808,0.215,0.268,1.25e-05,0.107,0.387,77.99,190772,9,0
52,0.623,0.355,-7.328,0.0388,0.731,0.0,0.098,0.647,159.965,149974,6,1
49,0.485,0.248,-10.566,0.0292,0.837,1.52e-05,0.0935,0.188,111.662,247547,4,1
46,0.44,0.652,-6.201,0.079,0.0357,0.000136,0.0587,0.5,93.353,188107,0,0
37,0.696,0.396,-9.165,0.0556,0.446,0.0,0.128,0.422,91.978,168424,11,0
47,0.712,0.506,-9.499,0.0429,0.796,0.0,0.115,0.502,93.008,203238,8,0
54,0.528,0.619,-6.959,0.0282,0.0029,0.0,0.291,0.0845,102.951,235267,2,1
47,0.318,0.513,-7.607,0.0696,0.699,0.0,0.127,0.591,183.039,186120,10,0
49,0.731,0.362,-9.341,0.119,0.293,0.0,0.11,0.652,92.935,149692,2,1
49,0.727,0.75,-6.223,0.0322,0.225,0.0,0.101,0.754,121.958,177848,6,1
41,0.446,0.225,-13.297,0.0494,0.779,0.0,0.0885,0.237,89.297,200904,1,0
38,0.752,0.431,-9.719,0.0312,0.536,0.0108,0.128,0.426,140.809,192340,2,1
49,0.603,0.688,-5.515,0.0358,0.0117,0.75,0.0941,0.561,94.991,195000,8,1
40,0.737,0.583,-6.403,0.274,0.27,0.0,0.0808,0.751,173.987,177731,5,1
50,0.594,0.315,-9.919,0.0327,0.846,1.31e-05,0.122,0.345,89.675,259167,10,1
38,0.521,0.363,-12.249,0.0287,0.564,0.00223,0.0918,0.156,104.892,204629,9,1
41,0.486,0.389,-7.717,0.029,0.691,0.0,0.085,0.0869,127.536,206102,4,1
41,0.461,0.369,-10.478,0.0372,0.111,0.0,0.376,0.127,114.075,191250,10,1
42,0.783,0.42,-8.779,0.0312,0.305,1.08e-06,0.123,0.446,101.998,193625,1,1
38,0.609,0.593,-5.745,0.0365,0.0332,0.00439,0.11,0.264,85.016,160941,9,1
41,0.587,0.539,-6.807,0.0596,0.0375,0.0,0.215,0.685,172.205,235639,10,1
65,0.501,0.167,-14.061,0.0484,0.885,0.0,0.111,0.356,112.275,228443,1,1
73,0.713,0.802,-7.055,0.0561,0.0435,0.00377,0.309,0.343,100.001,226739,4,1
68,0.672,0.593,-4.01,0.0304,0.0223,0.0,0.214,0.438,98.02,229080,11,0
5,0.582,0.763,-7.288,0.0308,0.00228,0.000332,0.101,0.327,132.178,243520,0,1
4,0.355,0.711,-6.13,0.0313,0.00117,0.000865,0.334,0.432,102.189,232973,11,0
4,0.53,0.684,-6.264,0.0331,0.000517,0.000719,0.0946,0.519,118.782,260413,0,0
3,0.474,0.593,-7.742,0.0282,0.00199,0.291,0.0688,0.203,114.958,253293,0,1
4,0.46,0.774,-5.996,0.0281,0.00311,0.00241,0.13,0.359,111.042,261880,11,0
0,0.569,0.737,-4.7,0.032,0.000644,0.000194,0.0663,0.437,127.145,220840,7,1
61,0.52,0.655,-6.516,0.0393,0.104,0.00347,0.124,0.289,126.593,273853,3,1
75,0.446,0.757,-5.177,0.0322,0.0206,0.0,0.146,0.421,102.88,266600,1,1
2,0.709,0.614,-4.807,0.0307,0.024,0.0,0.0908,0.52,115.487,196707,1,1
9,0.579,0.88,-3.154,0.0633,0.00607,1.16e-06,0.268,0.632,128.047,197720,1,1
72,0.799,0.586,-6.735,0.0377,0.162,2.03e-06,0.193,0.549,120.97,227833,11,1
76,0.688,0.702,-4.792,0.0499,0.0215,0.0,0.128,0.74,94.006,192191,7,0
10,0.771,0.76,-5.459,0.0514,0.147,0.0,0.053,0.881,119.0,218440,4,0
81,0.532,0.869,-5.094,0.172,0.157,0.00508,0.136,0.422,159.803,208373,11,1
11,0.659,0.767,-3.016,0.261,0.12,0.0,0.181,0.554,181.818,200717,2,1
5,0.884,0.826,-3.672,0.0854,0.222,2.29e-06,0.0719,0.466,94.997,192381,11,0
83,0.734,0.637,-5.677,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,202333,4,0
69,0.829,0.649,-6.764,0.317,0.15,0.0,0.0904,0.569,90.936,333154,8,1
68,0.74,0.727,-6.253,0.278,0.186,0.0,0.627,0.792,101.408,186543,2,1
65,0.68,0.413,-9.41,0.492,0.177,0.0,0.205,0.384,158.58,321697,8,1
66,0.772,0.482,-9.529,0.351,0.211,0.0,0.223,0.441,92.017,385438,6,1
64,0.638,0.49,-9.382,0.427,0.27,0.0,0.657,0.511,173.552,318215,4,0
45,0.694,0.443,-8.136,0.0456,0.00796,0.0,0.0731,0.642,120.019,206080,1,1
50,0.761,0.964,-2.784,0.069,0.243,0.0,0.221,0.807,103.032,255387,1,1
81,0.732,0.396,-9.348,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,195920,4,0
73,0.573,0.739,-5.74,0.129,0.0285,0.0,0.111,0.451,97.085,230227,0,1
79,0.63,0.928,-2.787,0.0331,0.199,0.124,0.148,0.465,123.963,222160,9,0
13,0.448,0.817,-4.069,0.386,0.128,0.0,0.105,0.709,83.015,187973,10,0
7,0.602,0.807,-4.577,0.0545,0.0186,0.0,0.148,0.424,96.044,189338,5,1
79,0.65,0.736,-5.84,0.229,0.0513,0.0,0.235,0.612,159.174,226160,6,0
71,0.565,0.849,-3.516,0.0517,0.00868,4.68e-06,0.12,0.427,102.034,212647,0,0
14,0.657,0.885,-4.695,0.0344,0.0168,0.0,0.147,0.869,105.011,237987,2,1
16,0.67,0.905,-2.385,0.0339,0.0625,0.000151,0.0577,0.516,100.021,194240,2,1
8,0.786,0.69,-4.665,0.04,0.0865,9.03e-05,0.238,0.485,122.006,195561,3,1
0,0.721,0.871,-4.164,0.0255,0.0455,2.19e-05,0.118,0.601,109.983,193829,9,1
0,0.617,0.762,-6.756,0.0763,0.00277,0.0,0.434,0.334,122.914,218747,0,0
44,0.492,0.872,-5.994,0.0557,0.178,0.00264,0.0743,0.491,160.315,178160,2,1
19,0.639,0.641,-7.693,0.0354,0.0632,0.0017,0.087,0.813,122.958,234787,6,1
33,0.818,0.574,-7.192,0.0476,0.29,0.0,0.0875,0.869,120.027,231121,10,1
43,0.654,0.886,-5.29,0.0416,0.00689,0.0,0.136,0.626,94.014,220973,5,1
30,0.542,0.847,-4.966,0.0565,0.0724,0.00775,0.0827,0.292,128.011,283065,0,1
38,0.472,0.617,-7.073,0.0459,0.272,0.0,0.267,0.266,120.479,220480,4,1
33,0.699,0.498,-7.72,0.0359,0.00462,0.00019,0.312,0.359,115.983,242627,9,1
45,0.617,0.704,-6.686,0.0414,0.195,0.000304,0.0661,0.384,120.046,189133,7,1
34,0.645,0.39,-9.26,0.0397,0.59,0.0141,0.159,0.703,98.98,183449,4,1
0,0.66,0.855,-8.386,0.0424,0.00985,8.8e-05,0.0695,0.222,112.466,154933,9,1
42,0.61,0.822,-4.424,0.0336,0.00272,0.000323,0.169,0.455,92.046,194025,0,1
5,0.538,0.798,-8.881,0.0289,0.00334,1.27e-06,0.195,0.477,98.009,238816,11,1
9,0.499,0.94,-2.741,0.0332,0.0897,7.28e-05,0.109,0.477,112.02,195000,0,1
8,0.54,0.729,-3.709,0.0276,0.169,0.0,0.112,0.779,80.454,203653,0,1
63,0.646,0.938,-4.735,0.0754,0.0875,6.52e-06,0.447,0.545,120.708,248880,0,1
54,0.418,0.688,-5.515,0.0265,0.212,0.00964,0.705,0.319,150.03,224787,11,1
64,0.506,0.897,-4.632,0.26,0.146,0.000451,0.0868,0.525,188.03,219000,9,1
50,0.655,0.686,-5.701,0.028,0.371,1.13e-06,0.113,0.544,112.974,186109,7,1
0,0.615,0.901,-5.096,0.0551,0.0294,0.0,0.119,0.559,107.998,254853,0,1
70,0.632,0.701,-5.921,0.146,0.0114,0.0,0.108,0.497,162.958,215414,7,1
81,0.645,0.713,-5.355,0.0393,0.00835,0.0,0.113,0.566,74.989,214507,6,1
13,0.715,0.576,-6.652,0.128,0.0863,3.31e-06,0.0822,0.576,128.962,214508,0,1
1,0.595,0.824,-6.692,0.04,0.208,0.00094,0.106,0.563,164.066,237395,0,1
30,0.632,0.926,-4.229,0.0593,0.0809,0.0,0.0854,0.439,134.033,236453,10,1
17,0.629,0.799,-7.657,0.036,0.000545,0.000124,0.126,0.659,118.004,241557,1,1
27,0.618,0.754,-7.178,0.0546,0.0148,0.0,0.178,0.317,120.019,246626,10,1
0,0.525,0.785,-6.85,0.0425,0.027,2.27e-06,0.173,0.24,132.969,212053,9,1
50,0.696,0.315,-15.067,0.0318,0.237,4.06e-05,0.131,0.224,112.998,323787,11,0
0,0.634,0.674,-10.269,0.0486,0.563,0.00262,0.13,0.572,103.021,222147,11,1
0,0.619,0.475,-10.12,0.0259,0.000189,7.39e-06,0.124,0.226,108.016,211732,1,1
36,0.695,0.814,-6.079,0.0351,0.00145,1.36e-06,0.296,0.628,96.99,195227,11,0
60,0.604,0.841,-5.145,0.0423,0.0299,0.00382,0.136,0.578,138.976,203310,1,1
62,0.564,0.719,-5.505,0.0475,0.0126,0.000177,0.0536,0.251,119.023,251320,1,1
72,0.572,0.912,-4.875,0.0707,0.00155,1.2e-06,0.102,0.606,156.073,187187,7,1
41,0.617,0.733,-3.76,0.0424,0.0276,0.0,0.0962,0.719,149.019,209489,9,1
6,0.674,0.694,-4.739,0.129,0.223,0.0,0.183,0.242,137.839,239280,2,1
13,0.707,0.771,-6.275,0.0783,0.434,0.0013,0.115,0.437,142.016,218228,7,1
44,0.628,0.844,-6.614,0.0324,0.378,0.000713,0.225,0.607,144.015,230213,0,1
16,0.534,0.852,-7.308,0.0354,0.000879,0.00506,0.0846,0.263,108.019,233877,7,1
0,0.583,0.613,-4.786,0.0414,0.0309,0.0,0.0637,0.815,204.068,218886,9,0
42,0.46,0.731,-7.038,0.0562,0.144,0.0,0.247,0.33,115.055,310992,7,1
73,0.509,0.671,-5.709,0.0678,0.304,0.0,0.0452,0.55,118.413,227480,1,1
66,0.714,0.905,-2.663,0.0289,0.00855,2.55e-05,0.146,0.838,125.927,155337,8,1
46,0.676,0.926,-2.244,0.0425,0.0305,0.000658,0.0771,0.818,124.019,203908,0,0
51,0.918,0.918,-2.218,0.0954,0.344,5.35e-06,0.0243,0.882,110.024,199907,10,0
0,0.53,0.768,-4.178,0.0354,0.127,6.42e-06,0.238,0.432,143.902,260933,5,1
11,0.563,0.406,-10.958,0.0344,0.431,0.00711,0.26,0.152,89.023,187973,11,0
10,0.589,0.829,-8.187,0.0364,0.159,6.36e-05,0.363,0.945,101.404,229720,11,1
0,0.635,0.891,-3.913,0.0265,0.00531,8.57e-05,0.0743,0.484,105.0,228053,0,1
13,0.331,0.79,-6.506,0.0533,0.00247,0.00646,0.338,0.164,119.911,273296,10,1
17,0.508,0.912,-4.467,0.0412,0.0326,0.00198,0.176,0.712,167.799,199667,7,1
52,0.454,0.3,-8.938,0.0282,0.91,3.21e-06,0.224,0.327,89.134,193027,10,1
40,0.614,0.703,-6.283,0.0329,0.371,0.0,0.129,0.224,137.978,251480,10,1
49,0.71,0.827,-5.244,0.032,0.0437,1.28e-05,0.0896,0.833,110.003,203500,0,1
16,0.682,0.597,-8.866,0.0405,0.564,0.0,0.331,0.465,138.09,223680,3,1
0,0.625,0.744,-7.855,0.0351,0.0107,0.0,0.224,0.717,123.036,203658,1,1
30,0.559,0.832,-4.736,0.0328,0.000441,0.0,0.355,0.416,128.015,214496,2,1
68,0.566,0.755,-5.526,0.0368,0.0338,0.0,0.315,0.445,101.006,264493,11,1
74,0.638,0.738,-4.976,0.0292,0.117,0.000384,0.689,0.657,97.021,243147,6,0
63,0.484,0.875,-5.237,0.0541,0.00154,9.64e-05,0.169,0.724,150.021,184436,4,1
61,0.515,0.821,-2.333,0.0309,0.00794,0.0,0.0787,0.425,86.994,205173,0,1
62,0.44,0.469,-8.338,0.112,0.449,0.0,0.169,0.225,169.755,231676,5,0
72,0.47,0.623,-5.655,0.0302,0.392,0.000453,0.0992,0.298,77.861,225973,0,1
66,0.657,0.456,-8.351,0.0961,0.705,8.84e-06,0.084,0.381,141.735,196466,9,1
75,0.611,0.797,-7.627,0.0533,0.00543,0.00137,0.26,0.518,120.041,218107,6,0
67,0.468,0.692,-4.015,0.0295,0.0202,2.39e-06,0.523,0.561,78.009,200360,2,1
83,0.733,0.71,-5.849,0.0292,0.145,0.115,0.0956,0.965,127.975,239600,5,0
76,0.451,0.931,-3.871,0.0719,0.00076,0.0049,0.361,0.172,122.961,302840,9,1
66,0.646,0.813,-5.29,0.0288,0.00178,2.26e-05,0.144,0.821,112.115,173493,6,0
71,0.526,0.712,-6.525,0.0356,0.0161,0.0,0.179,0.32,105.009,241440,11,0
66,0.673,0.789,-4.288,0.0408,0.00975,0.0,0.752,0.841,100.043,197427,0,1
64,0.498,0.502,-8.052,0.0371,0.891,0.000907,0.0716,0.286,81.169,215180,2,1
57,0.726,0.861,-5.167,0.0695,0.277,4.12e-06,0.0534,0.711,91.966,243413,6,1
52,0.262,0.458,-7.228,0.0368,0.887,3.38e-05,0.356,0.118,145.353,286537,4,1
55,0.541,0.695,-7.75,0.0456,0.0148,0.000114,0.137,0.318,115.122,211109,2,1
64,0.372,0.462,-9.1,0.0317,0.267,9.91e-06,0.101,0.176,129.026,215440,9,0
66,0.392,0.498,-7.63,0.117,0.665,0.000118,0.34,0.59,72.048,210639,9,0
41,0.632,0.494,-7.283,0.207,0.515,0.0,0.12,0.359,75.216,172852,7,0
47,0.418,0.945,-3.757,0.0683,0.0003,0.0,0.106,0.693,165.041,224640,7,1
38,0.522,0.853,-3.727,0.0393,0.0062,3.21e-05,0.11,0.464,144.917,215462,7,1
61,0.567,0.863,-5.158,0.037,0.00462,4.77e-05,0.207,0.722,106.03,214360,7,0
64,0.488,0.909,-6.591,0.0929,0.0011,1.02e-05,0.456,0.643,129.774,244400,10,1
53,0.562,0.832,-5.26,0.0499,0.000938,2.83e-06,0.063,0.685,104.042,219560,2,1
55,0.511,0.617,-5.883,0.0313,0.00223,0.0,0.201,0.404,90.951,227800,10,1
77,0.763,0.807,-3.714,0.035,0.0714,0.28,0.348,0.559,103.038,229640,1,1
73,0.278,0.676,-8.821,0.0371,0.000423,0.000899,0.136,0.494,104.545,237027,9,1
56,0.398,0.92,-3.267,0.0491,0.00311,0.000531,0.108,0.226,200.131,202627,2,0
57,0.53,0.867,-4.989,0.0504,0.02,0.000248,0.737,0.74,175.981,195893,11,1
75,0.654,0.81,-6.26,0.0288,0.00719,0.00251,0.165,0.661,114.623,200307,4,0
68,0.549,0.789,-6.071,0.0313,0.0178,6.68e-05,0.059,0.715,136.125,214387,5,1
81,0.612,0.807,-2.81,0.0336,0.0495,0.0177,0.101,0.398,124.053,240400,10,1
59,0.575,0.694,-5.675,0.0709,0.0158,0.0,0.108,0.442,77.539,196533,1,1
69,0.649,0.718,-6.593,0.0261,0.143,0.0713,0.124,0.718,101.034,274093,0,0
68,0.497,0.914,-4.308,0.0455,0.126,1.98e-05,0.274,0.385,148.893,187896,9,1
60,0.623,0.886,-3.044,0.0404,0.0245,0.0,0.247,0.709,92.021,228467,1,1
57,0.64,0.722,-3.489,0.0351,0.0196,1.27e-05,0.128,0.317,119.916,242307,9,1
63,0.705,0.782,-6.284,0.0377,0.672,0.00496,0.138,0.963,90.997,237533,1,0
35,0.683,0.813,-4.729,0.0357,0.0427,7.12e-06,0.0945,0.723,109.997,160987,5,1
32,0.688,0.502,-9.477,0.0299,0.479,0.000622,0.123,0.618,127.96,217845,7,1
33,0.61,0.732,-9.529,0.0496,0.176,0.000131,0.124,0.807,153.97,205579,2,1
55,0.782,0.468,-4.881,0.0746,0.36,2.31e-06,0.0699,0.655,124.97,219163,5,1
73,0.616,0.656,-7.298,0.0344,0.096,0.000879,0.205,0.286,150.071,227080,5,1
63,0.548,0.221,-8.383,0.0401,0.775,0.0,0.109,0.457,140.649,148840,0,1
40,0.625,0.546,-8.432,0.0932,0.0493,0.0337,0.263,0.252,203.972,201827,6,1
0,0.716,0.674,-9.588,0.107,0.292,0.0566,0.116,0.529,118.044,243163,8,0
0,0.597,0.861,-8.074,0.0408,0.0229,0.00828,0.143,0.0818,109.978,244211,8,0
0,0.662,0.904,-6.055,0.0359,0.00789,0.413,0.0525,0.591,119.936,249280,2,0
2,0.643,0.79,-6.403,0.0356,0.0336,0.00347,0.566,0.33,97.548,242147,0,1
57,0.622,0.75,-6.367,0.0445,0.0625,0.000133,0.127,0.905,141.324,197973,9,0
51,0.735,0.759,-6.914,0.0449,0.0242,0.185,0.0966,0.77,109.982,214347,1,0
36,0.605,0.846,-5.177,0.029,0.0421,0.00215,0.131,0.483,110.025,262250,9,0
0,0.636,0.609,-12.871,0.0339,0.0295,0.237,0.198,0.84,108.235,272947,7,0
50,0.793,0.825,-2.708,0.0547,0.195,8.53e-06,0.0889,0.674,111.964,304840,7,0
3,0.463,0.717,-5.135,0.0329,0.034,4.71e-06,0.121,0.31,174.109,191294,1,1
4,0.34,0.737,-4.681,0.0582,0.000105,0.762,0.0699,0.499,172.022,192080,8,1
61,0.656,0.61,-7.894,0.171,0.416,0.000172,0.245,0.52,140.058,218067,0,0
44,0.529,0.436,-10.66,0.0707,0.365,0.000666,0.0641,0.185,119.583,192724,8,0
7,0.482,0.373,-13.427,0.0447,0.729,3.79e-05,0.0927,0.105,183.051,289307,11,0
2,0.662,0.691,-7.275,0.0415,0.0722,6.32e-05,0.0666,0.292,107.972,274797,0,1
48,0.703,0.603,-8.687,0.161,0.413,0.00125,0.141,0.309,112.015,281133,4,1
0,0.766,0.576,-7.474,0.0322,0.137,0.000879,0.113,0.812,129.998,216360,1,1
30,0.777,0.853,-2.993,0.0453,0.0486,6.19e-06,0.0956,0.516,124.991,192533,0,0
53,0.689,0.68,-7.196,0.0427,0.321,0.0211,0.0431,0.646,100.987,368317,0,0
0,0.606,0.658,-5.983,0.0302,0.195,0.827,0.118,0.566,127.999,367900,2,1
0,0.66,0.7,-7.832,0.0304,0.0612,0.0687,0.116,0.221,102.514,280205,9,1
0,0.747,0.833,-5.525,0.0505,0.804,0.448,0.117,0.936,109.97,214102,4,0
0,0.649,0.835,-6.545,0.066,0.0116,0.00989,0.0865,0.298,121.019,218525,9,0
0,0.386,0.708,-8.173,0.0489,0.00287,2.26e-05,0.245,0.0858,110.354,207810,5,1
0,0.74,0.829,-4.467,0.0493,0.0597,0.0,0.0738,0.363,122.988,246254,8,1
1,0.818,0.858,-4.219,0.0398,0.0642,0.256,0.256,0.753,119.605,258503,1,0
42,0.843,0.757,-5.633,0.038,0.208,8.28e-05,0.0828,0.946,129.934,238479,5,0
43,0.681,0.932,-2.368,0.0492,0.088,0.0138,0.09,0.628,116.026,326897,0,0
34,0.683,0.584,-8.551,0.085,0.282,0.00372,0.11,0.231,129.318,197447,10,0
0,0.597,0.658,-11.346,0.115,0.0854,0.323,0.515,0.678,95.034,257405,8,0
33,0.591,0.33,-12.617,0.305,0.299,2.42e-06,0.0857,0.303,145.275,218217,0,1
45,0.681,0.615,-8.536,0.147,0.449,0.000115,0.0884,0.412,137.906,238952,8,1
37,0.486,0.744,-6.082,0.356,0.0302,6.68e-05,0.0914,0.402,94.965,230507,7,0
0,0.323,0.382,-9.649,0.0342,0.264,0.000418,0.103,0.268,85.306,231692,10,1
22,0.545,0.787,-6.378,0.107,0.0246,0.069,0.0723,0.403,176.972,219267,8,1
0,0.606,0.481,-11.94,0.0592,0.0957,0.00282,0.0975,0.0936,124.88,230113,6,1
2,0.65,0.463,-8.9,0.0416,0.348,0.000847,0.0822,0.222,135.115,217400,10,1
26,0.541,0.508,-8.266,0.0602,0.233,7.79e-06,0.334,0.248,143.712,211087,0,1
1,0.701,0.852,-4.908,0.0339,0.423,0.00474,0.202,0.433,104.988,189267,0,1
30,0.487,0.79,-4.299,0.0389,0.00329,0.000542,0.447,0.24,103.503,222384,0,1
0,0.609,0.883,-6.761,0.0532,0.0823,8.36e-06,0.196,0.865,167.871,190280,11,1
0,0.637,0.678,-7.051,0.041,0.16,0.0136,0.171,0.759,164.946,207227,5,1
12,0.59,0.773,-4.914,0.0325,0.0409,0.000657,0.0955,0.404,128.047,229219,0,1
1,0.58,0.725,-5.278,0.053,0.0261,0.0,0.307,0.368,90.054,227872,3,1
37,0.724,0.703,-4.049,0.171,0.228,0.0,0.0852,0.866,99.629,180026,5,0
35,0.626,0.774,-5.534,0.031,0.00587,8.35e-05,0.118,0.484,100.018,214038,1,1
34,0.63,0.655,-6.708,0.0366,0.0381,0.00606,0.168,0.329,102.009,230937,0,0
43,0.496,0.54,-7.121,0.0324,0.0172,0.0367,0.13,0.164,131.337,190582,7,0
57,0.511,0.678,-6.858,0.869,0.241,0.0,0.0948,0.405,212.137,253585,4,0
23,0.394,0.301,-9.267,0.152,0.793,0.00106,0.0934,0.0576,81.205,202652,0,0
0,0.383,0.569,-10.407,0.055,0.883,0.106,0.124,0.524,180.036,231364,0,1
0,0.629,0.486,-12.178,0.0426,0.0962,0.103,0.0842,0.274,150.005,260199,6,1
0,0.57,0.581,-10.617,0.0462,0.0274,2.87e-05,0.115,0.365,119.93,268000,11,1
1,0.633,0.83,-3.754,0.153,0.0232,0.000372,0.0948,0.457,121.978,184918,8,1
16,0.543,0.872,-5.129,0.0402,0.0332,2.43e-05,0.174,0.225,164.003,240465,9,1
